FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
4.052655266,0.855095625,0.833057880,0.877988458
4.053442844,0.855095625,0.833057880,0.877988458
4.054230423,0.855095625,0.833057880,0.877988458
4.055018002,0.855095625,0.833057880,0.877988458
4.055805581,0.855095625,0.833057880,0.877988458
4.056593159,0.855096459,0.833057880,0.877988458
4.057380738,0.855096459,0.833057880,0.877988458
4.058168317,0.855099738,0.833057880,0.877988458
4.058955896,0.855100572,0.833057880,0.877988458
4.059743474,0.855103016,0.833057880,0.877988458
4.060531053,0.855103016,0.833057880,0.877988458
4.061318632,0.855103016,0.833057880,0.877988458
4.062106211,0.855103016,0.833057880,0.877988458
4.062893789,0.855103016,0.833057880,0.877988458
4.063681368,0.855103910,0.833057880,0.877988458
4.064468947,0.855104744,0.833057880,0.877988458
4.065256526,0.855104744,0.833057880,0.877988458
4.066044104,0.855104744,0.833057880,0.877988458
4.066831683,0.855105579,0.833057880,0.877988458
4.067619262,0.855105579,0.833057880,0.877988458
4.068406841,0.855105579,0.833057880,0.877988458
4.069194419,0.855105579,0.833057880,0.877988458
4.069981998,0.855106473,0.833057880,0.877988458
4.070769577,0.855106473,0.833057880,0.877988458
4.071557156,0.855106473,0.833057880,0.877988458
4.072344734,0.855107307,0.833057880,0.877988458
4.073132313,0.855107307,0.833057880,0.877988458
4.073919892,0.855107307,0.833057880,0.877988458
4.074707471,0.855108857,0.833057880,0.877988458
4.075495050,0.855108857,0.833057880,0.877988458
4.076282628,0.855108857,0.833057880,0.877988458
4.077070207,0.855108857,0.833057880,0.877988458
4.077857786,0.855108857,0.833057880,0.877988458
4.078645365,0.855108857,0.833057880,0.877988458
4.079432943,0.855108857,0.833057880,0.877988458
4.080220522,0.855110645,0.833057880,0.877988458
4.081008101,0.855110645,0.833057880,0.877988458
4.081795680,0.855110645,0.833057880,0.877988458
4.082583258,0.855112374,0.833057880,0.877988458
4.083370837,0.855112374,0.833057880,0.877988458
4.084158416,0.855112374,0.833057880,0.877988458
4.084945995,0.855114162,0.833057880,0.877988458
4.085733573,0.855114162,0.833057880,0.877988458
4.086521152,0.855114162,0.833057880,0.877988458
4.087308731,0.855114162,0.833057880,0.877988458
4.088096310,0.855114162,0.833057880,0.877988458
4.088883888,0.855114162,0.833057880,0.877988458
4.089671467,0.855114996,0.833057880,0.877988458
4.090459046,0.855114996,0.833057880,0.877988458
4.091246625,0.855118275,0.833057880,0.877988458
4.092034203,0.855118275,0.833057880,0.877988458
4.092821782,0.855118275,0.833057880,0.877988458
4.093609361,0.855118275,0.833057880,0.877988458
4.094396940,0.855118275,0.833057880,0.877988458
4.095184518,0.855120003,0.833057880,0.877988458
4.095972097,0.855120838,0.833057880,0.877988458
4.096759676,0.855120838,0.833057880,0.877988458
4.097547255,0.855121672,0.833057880,0.877988458
4.098334833,0.855122507,0.833057880,0.877988458
4.099122412,0.855122507,0.833057880,0.877988458
4.099909991,0.855122507,0.833057880,0.877988458
4.100697570,0.855122507,0.833057880,0.877988458
4.101485149,0.855123341,0.833057880,0.877988458
4.102272727,0.855123341,0.833057880,0.877988458
4.103060306,0.855125964,0.833057880,0.877988458
4.103847885,0.855126798,0.833057880,0.877988458
4.104635464,0.855126798,0.833057880,0.877988458
4.105423042,0.855129302,0.833057880,0.877988458
4.106210621,0.855129302,0.833057880,0.877988458
4.106998200,0.855129302,0.833057880,0.877988458
4.107785779,0.855129302,0.833057880,0.877988458
4.108573357,0.855133414,0.833057880,0.877988458
4.109360936,0.855133414,0.833057880,0.877988458
4.110148515,0.855133414,0.833057880,0.877988458
4.110936094,0.855133414,0.833057880,0.877988458
4.111723672,0.855135977,0.833057880,0.877988458
4.112511251,0.855135977,0.833057880,0.877988458
4.113298830,0.855140388,0.833057880,0.878260851
4.114086409,0.855140388,0.833057880,0.878260851
4.114873987,0.855141282,0.833057880,0.878260851
4.115661566,0.855141282,0.833057880,0.878260851
4.116449145,0.855142236,0.833057880,0.878260851
4.117236724,0.855142236,0.833057880,0.878260851
4.118024302,0.855142236,0.833057880,0.878260851
4.118811881,0.855142951,0.833057880,0.878260851
4.119599460,0.855144560,0.833057880,0.878260851
4.120387039,0.855144560,0.833057880,0.878260851
4.121174617,0.855144560,0.833057880,0.878260851
4.121962196,0.855144560,0.833057880,0.878260851
4.122749775,0.855144560,0.833057880,0.878260851
4.123537354,0.855144560,0.833057880,0.878260851
4.124324932,0.855145395,0.833057880,0.878260851
4.125112511,0.855146289,0.833057880,0.878260851
4.125900090,0.855146289,0.833057880,0.878260851
4.126687669,0.855147123,0.833057880,0.878260851
4.127475248,0.855152905,0.833057880,0.878260851
4.128262826,0.855152905,0.833057880,0.878260851
4.129050405,0.855152905,0.833057880,0.878260851
4.129837984,0.855155468,0.833057880,0.878260851
4.130625563,0.855155468,0.833057880,0.878260851
4.131413141,0.855155468,0.833057880,0.878260851
4.132200720,0.855157077,0.833057880,0.878260851
4.132988299,0.855157077,0.833057880,0.878260851
4.133775878,0.855157077,0.833057880,0.878260851
4.134563456,0.855157971,0.833057880,0.878260851
4.135351035,0.855159700,0.833057880,0.878260851
4.136138614,0.855159700,0.833057880,0.878260851
4.136926193,0.855159700,0.833057880,0.878260851
4.137713771,0.855161488,0.833057880,0.878260851
4.138501350,0.855161488,0.833057880,0.878260851
4.139288929,0.855162382,0.833057880,0.878260851
4.140076508,0.855164945,0.833057880,0.878260851
4.140864086,0.855165780,0.833057880,0.878260851
4.141651665,0.855165780,0.833057880,0.878260851
4.142439244,0.855167449,0.833057880,0.878260851
4.143226823,0.855169237,0.833057880,0.878260851
4.144014401,0.855169237,0.833057880,0.878260851
4.144801980,0.855169237,0.833057880,0.878260851
4.145589559,0.855169237,0.833057880,0.878260851
4.146377138,0.855169237,0.833057880,0.878260851
4.147164716,0.855172634,0.833057880,0.878260851
4.147952295,0.855175197,0.833057880,0.878260851
4.148739874,0.855175972,0.833057880,0.878260851
4.149527453,0.855175972,0.833057880,0.878260851
4.150315032,0.855175972,0.833057880,0.878260851
4.151102610,0.855176806,0.833057880,0.878260851
4.151890189,0.855176806,0.833057880,0.878260851
4.152677768,0.855176806,0.833057880,0.878260851
4.153465347,0.855176806,0.833057880,0.878260851
4.154252925,0.855176806,0.833057880,0.878260851
4.155040504,0.855176806,0.833057880,0.878260851
4.155828083,0.855178595,0.833057880,0.878260851
4.156615662,0.855179429,0.833057880,0.878260851
4.157403240,0.855179429,0.833057880,0.878260851
4.158190819,0.855179429,0.833057880,0.878260851
4.158978398,0.855179429,0.833057880,0.878260851
4.159765977,0.855179429,0.833057880,0.878260851
4.160553555,0.855181158,0.833057880,0.878260851
4.161341134,0.855182767,0.833057880,0.878260851
4.162128713,0.855182767,0.833057880,0.878260851
4.162916292,0.855183661,0.833057880,0.878260851
4.163703870,0.855187893,0.833057880,0.878260851
4.164491449,0.855189562,0.833057880,0.878260851
4.165279028,0.855189562,0.833057880,0.878260851
4.166066607,0.855190456,0.833057880,0.878260851
4.166854185,0.855190456,0.833057880,0.878260851
4.167641764,0.855190456,0.833057880,0.878260851
4.168429343,0.855190456,0.833057880,0.878260851
4.169216922,0.855190456,0.833057880,0.878260851
4.170004500,0.855190456,0.833057880,0.878260851
4.170792079,0.855192125,0.833057880,0.878260851
4.171579658,0.855193853,0.833057880,0.878260851
4.172367237,0.855199456,0.833057880,0.878260851
4.173154815,0.855199456,0.833057880,0.878260851
4.173942394,0.855202734,0.833057880,0.878260851
4.174729973,0.855204463,0.833057880,0.878260851
4.175517552,0.855204463,0.833057880,0.878260851
4.176305131,0.855205297,0.833057880,0.878260851
4.177092709,0.855206907,0.833057880,0.878260851
4.177880288,0.855206907,0.833057880,0.878260851
4.178667867,0.855208635,0.833057880,0.878260851
4.179455446,0.855208635,0.833057880,0.878260851
4.180243024,0.855209470,0.833057880,0.878260851
4.181030603,0.855209470,0.833057880,0.878260851
4.181818182,0.855209470,0.833057880,0.878260851
4.182605761,0.855209470,0.833057880,0.878260851
4.183393339,0.855209470,0.833057880,0.878260851
4.184180918,0.855209470,0.833057880,0.878260851
4.184968497,0.855212629,0.833057880,0.878260851
4.185756076,0.855212629,0.833057880,0.878260851
4.186543654,0.855218530,0.833057880,0.878260851
4.187331233,0.855218530,0.833057880,0.878260851
4.188118812,0.855220973,0.833057880,0.878260851
4.188906391,0.855220973,0.833057880,0.878260851
4.189693969,0.855223536,0.833057880,0.878260851
4.190481548,0.855226099,0.833057880,0.878260851
4.191269127,0.855226099,0.833057880,0.878260851
4.192056706,0.855227649,0.833057880,0.878260851
4.192844284,0.855231702,0.833057880,0.878260851
4.193631863,0.855231702,0.833057880,0.878260851
4.194419442,0.855233431,0.833057880,0.878260851
4.195207021,0.855234325,0.833057880,0.878260851
4.195994599,0.855237782,0.833057880,0.878260851
4.196782178,0.855237782,0.833057880,0.878260851
4.197569757,0.855238676,0.833057880,0.878260851
4.198357336,0.855241239,0.833057880,0.878260851
4.199144914,0.855241239,0.833057880,0.878260851
4.199932493,0.855244637,0.833057880,0.878260851
4.200720072,0.855244637,0.833057880,0.878260851
4.201507651,0.855244637,0.833057880,0.878260851
4.202295230,0.855244637,0.833057880,0.878260851
4.203082808,0.855245471,0.833057880,0.878260851
4.203870387,0.855245471,0.833057880,0.878260851
4.204657966,0.855245471,0.833057880,0.878260851
4.205445545,0.855247140,0.833057880,0.878260851
4.206233123,0.855248690,0.833057880,0.878260851
4.207020702,0.855248690,0.833057880,0.878260851
4.207808281,0.855253041,0.833057880,0.878260851
4.208595860,0.855256498,0.833057880,0.878260851
4.209383438,0.855256498,0.833057880,0.878260851
4.210171017,0.855256498,0.833057880,0.878260851
4.210958596,0.855256498,0.833057880,0.878260851
4.211746175,0.855257332,0.833057880,0.878260851
4.212533753,0.855257332,0.833057880,0.878260851
4.213321332,0.855259061,0.833057880,0.878260851
4.214108911,0.855259061,0.833057880,0.878260851
4.214896490,0.855259061,0.833057880,0.878260851
4.215684068,0.855262339,0.833057880,0.878260851
4.216471647,0.855262339,0.833057880,0.878260851
4.217259226,0.855262339,0.833057880,0.878260851
4.218046805,0.855263054,0.833057880,0.878260851
4.218834383,0.855263889,0.833057880,0.878260851
4.219621962,0.855263889,0.833057880,0.878260851
4.220409541,0.855263889,0.833057880,0.878260851
4.221197120,0.855266511,0.833057880,0.878260851
4.221984698,0.855266511,0.833057880,0.878260851
4.222772277,0.855266511,0.833057880,0.878260851
4.223559856,0.855266511,0.833057880,0.878260851
4.224347435,0.855270743,0.833057880,0.878260851
4.225135014,0.855270743,0.833057880,0.878260851
4.225922592,0.855274141,0.833057880,0.878260851
4.226710171,0.855275035,0.833057880,0.878260851
4.227497750,0.855275035,0.833057880,0.878260851
4.228285329,0.855275035,0.833057880,0.878260851
4.229072907,0.855276585,0.833057880,0.878260851
4.229860486,0.855281711,0.833057880,0.878260851
4.230648065,0.855281711,0.833057880,0.878260851
4.231435644,0.855281711,0.833057880,0.878260851
4.232223222,0.855281711,0.833057880,0.878260851
4.233010801,0.855281711,0.833057880,0.878260851
4.233798380,0.855283380,0.833057880,0.878260851
4.234585959,0.855285168,0.833057880,0.878260851
4.235373537,0.855285168,0.833057880,0.878260851
4.236161116,0.855285168,0.833057880,0.878260851
4.236948695,0.855285168,0.833057880,0.878260851
4.237736274,0.855285168,0.833057880,0.878260851
4.238523852,0.855285168,0.833057880,0.878260851
4.239311431,0.855287671,0.833057880,0.878260851
4.240099010,0.855288565,0.833057880,0.878260851
4.240886589,0.855288565,0.833057880,0.878260851
4.241674167,0.855289280,0.833057880,0.878260851
4.242461746,0.855289280,0.833057880,0.878260851
4.243249325,0.855289280,0.833057880,0.878260851
4.244036904,0.855289280,0.833057880,0.878260851
4.244824482,0.855292737,0.833057880,0.878260851
4.245612061,0.855300307,0.833057880,0.878260851
4.246399640,0.855300307,0.833057880,0.878260851
4.247187219,0.855301142,0.833057880,0.878260851
4.247974797,0.855301142,0.833057880,0.878260851
4.248762376,0.855301142,0.833057880,0.878260851
4.249549955,0.855301142,0.833057880,0.878260851
4.250337534,0.855305254,0.833057880,0.878260851
4.251125113,0.855305254,0.833057880,0.878260851
4.251912691,0.855310977,0.833057880,0.878260851
4.252700270,0.855310977,0.833057880,0.878260851
4.253487849,0.855314374,0.833057880,0.878260851
4.254275428,0.855314374,0.833057880,0.878260851
4.255063006,0.855316877,0.833057880,0.878260851
4.255850585,0.855316877,0.833057880,0.878260851
4.256638164,0.855316877,0.833057880,0.878260851
4.257425743,0.855316877,0.833057880,0.878260851
4.258213321,0.855318546,0.833057880,0.878260851
4.259000900,0.855318546,0.833057880,0.878260851
4.259788479,0.855320215,0.833057880,0.878260851
4.260576058,0.855320215,0.833057880,0.878260851
4.261363636,0.855323613,0.833057880,0.878260851
4.262151215,0.855323613,0.833057880,0.878260851
4.262938794,0.855323613,0.833057880,0.878260851
4.263726373,0.855323613,0.833057880,0.878260851
4.264513951,0.855323613,0.833057880,0.878260851
4.265301530,0.855326116,0.833057880,0.878260851
4.266089109,0.855326116,0.833057880,0.878260851
4.266876688,0.855326116,0.833057880,0.878260851
4.267664266,0.855328560,0.833057880,0.878260851
4.268451845,0.855329335,0.833057880,0.878260851
4.269239424,0.855329335,0.833057880,0.878260851
4.270027003,0.855329335,0.833057880,0.878260851
4.270814581,0.855331123,0.833057880,0.878260851
4.271602160,0.855331123,0.833057880,0.878260851
4.272389739,0.855331123,0.833057880,0.878260851
4.273177318,0.855331123,0.833057880,0.878260851
4.273964896,0.855331123,0.833057880,0.878260851
4.274752475,0.855331123,0.833057880,0.878260851
4.275540054,0.855332017,0.833057880,0.878260851
4.276327633,0.855332017,0.833057880,0.878260851
4.277115212,0.855332851,0.833057880,0.878260851
4.277902790,0.855332851,0.833057880,0.878260851
4.278690369,0.855333626,0.833057880,0.878260851
4.279477948,0.855333626,0.833057880,0.878260851
4.280265527,0.855333626,0.833057880,0.878260851
4.281053105,0.855335355,0.833057880,0.878260851
4.281840684,0.855338991,0.833057880,0.878260851
4.282628263,0.855338991,0.833057880,0.878260851
4.283415842,0.855338991,0.833057880,0.878260851
4.284203420,0.855338991,0.833057880,0.878260851
4.284990999,0.855338991,0.833057880,0.878260851
4.285778578,0.855338991,0.833057880,0.878260851
4.286566157,0.855339825,0.833057880,0.878260851
4.287353735,0.855340719,0.833057880,0.878260851
4.288141314,0.855340719,0.833057880,0.878260851
4.288928893,0.855343163,0.833057880,0.878260851
4.289716472,0.855345726,0.833057880,0.878260851
4.290504050,0.855345726,0.833057880,0.878260851
4.291291629,0.855345726,0.833057880,0.878260851
4.292079208,0.855346501,0.833057880,0.878260851
4.292866787,0.855349958,0.833057880,0.878260851
4.293654365,0.855349958,0.833057880,0.878260851
4.294441944,0.855349958,0.833057880,0.878260851
4.295229523,0.855349958,0.833057880,0.878260851
4.296017102,0.855349958,0.833057880,0.878260851
4.296804680,0.855351567,0.833057880,0.878260851
4.297592259,0.855352402,0.833057880,0.878260851
4.298379838,0.855352402,0.833057880,0.878260851
4.299167417,0.855352402,0.833057880,0.878260851
4.299954995,0.855354130,0.833057880,0.878546119
4.300742574,0.855355859,0.833057880,0.878546119
4.301530153,0.855355859,0.833057880,0.878546119
4.302317732,0.855355859,0.833057880,0.878546119
4.303105311,0.855358541,0.833057880,0.878546119
4.303892889,0.855358541,0.833057880,0.878546119
4.304680468,0.855360091,0.833057880,0.878546119
4.305468047,0.855360091,0.833057880,0.878546119
4.306255626,0.855360091,0.833057880,0.878546119
4.307043204,0.855361044,0.833057880,0.878559470
4.307830783,0.855361879,0.833057880,0.878559470
4.308618362,0.855363607,0.833057880,0.878559470
4.309405941,0.855363607,0.833057880,0.878559470
4.310193519,0.855363607,0.833057880,0.878559470
4.310981098,0.855364442,0.833057880,0.878559470
4.311768677,0.855364442,0.833057880,0.878559470
4.312556256,0.855364442,0.833057880,0.878559470
4.313343834,0.855364442,0.833057880,0.878559470
4.314131413,0.855364442,0.833057880,0.878559470
4.314918992,0.855365276,0.833057880,0.878559470
4.315706571,0.855367005,0.833057880,0.878559470
4.316494149,0.855367005,0.833057880,0.878559470
4.317281728,0.855367005,0.833057880,0.878559470
4.318069307,0.855371237,0.833057880,0.878559470
4.318856886,0.855373919,0.833057880,0.878559470
4.319644464,0.855373919,0.833057880,0.878559470
4.320432043,0.855375469,0.833057880,0.878559470
4.321219622,0.855375469,0.833057880,0.878559470
4.322007201,0.855375469,0.833057880,0.878559470
4.322794779,0.855376363,0.833057880,0.878559470
4.323582358,0.855381370,0.833057880,0.878559470
4.324369937,0.855381370,0.833057880,0.878559470
4.325157516,0.855381370,0.833057880,0.878559470
4.325945095,0.855383039,0.833057880,0.878559470
4.326732673,0.855383039,0.833057880,0.878559470
4.327520252,0.855383039,0.833057880,0.878559470
4.328307831,0.855383933,0.833057880,0.878559470
4.329095410,0.855385482,0.833057880,0.878559470
4.329882988,0.855385482,0.833057880,0.878559470
4.330670567,0.855387926,0.833057880,0.878559470
4.331458146,0.855388820,0.833057880,0.878559470
4.332245725,0.855388820,0.833057880,0.878559470
4.333033303,0.855388820,0.833057880,0.878559470
4.333820882,0.855388820,0.833057880,0.878559470
4.334608461,0.855388820,0.833057880,0.878559470
4.335396040,0.855388820,0.833057880,0.878559470
4.336183618,0.855389655,0.833057880,0.878559470
4.336971197,0.855398059,0.833057880,0.878559470
4.337758776,0.855398059,0.833057880,0.878559470
4.338546355,0.855400503,0.833057880,0.878559470
4.339333933,0.855402946,0.833057880,0.878559470
4.340121512,0.855402946,0.833057880,0.878559470
4.340909091,0.855402946,0.833057880,0.878559470
4.341696670,0.855403721,0.833057880,0.878559470
4.342484248,0.855409682,0.833057880,0.878559470
4.343271827,0.855409682,0.833057880,0.878559470
4.344059406,0.855413616,0.833057880,0.878559470
4.344846985,0.855413616,0.833057880,0.878559470
4.345634563,0.855413616,0.833057880,0.878559470
4.346422142,0.855413616,0.833057880,0.878559470
4.347209721,0.855413616,0.833057880,0.878559470
4.347997300,0.855414450,0.833057880,0.878559470
4.348784878,0.855414450,0.833057880,0.878559470
4.349572457,0.855414450,0.833057880,0.878559470
4.350360036,0.855415285,0.833057880,0.878559470
4.351147615,0.855415285,0.833057880,0.878559470
4.351935194,0.855417848,0.833057880,0.878559470
4.352722772,0.855418682,0.833057880,0.878559470
4.353510351,0.855418682,0.833057880,0.878559470
4.354297930,0.855418682,0.833057880,0.878559470
4.355085509,0.855419636,0.833057880,0.878559470
4.355873087,0.855419636,0.833057880,0.878559470
4.356660666,0.855419636,0.833057880,0.878559470
4.357448245,0.855421305,0.833057880,0.878559470
4.358235824,0.855422199,0.833057880,0.878559470
4.359023402,0.855422199,0.833057880,0.878559470
4.359810981,0.855424583,0.833057880,0.878559470
4.360598560,0.855424583,0.833057880,0.878559470
4.361386139,0.855424583,0.833057880,0.878559470
4.362173717,0.855430424,0.833057880,0.878559470
4.362961296,0.855430424,0.833057880,0.878559470
4.363748875,0.855430424,0.833057880,0.878559470
4.364536454,0.855430424,0.833057880,0.878559470
4.365324032,0.855435669,0.833057880,0.878559470
4.366111611,0.855436504,0.833057880,0.878559470
4.366899190,0.855436504,0.833057880,0.878559470
4.367686769,0.855438232,0.833057880,0.878559470
4.368474347,0.855438232,0.833057880,0.878559470
4.369261926,0.855438232,0.833057880,0.878559470
4.370049505,0.855439067,0.833057880,0.878559470
4.370837084,0.855439067,0.833057880,0.878559470
4.371624662,0.855439067,0.833057880,0.878559470
4.372412241,0.855439067,0.833057880,0.878559470
4.373199820,0.855439067,0.833057880,0.878559470
4.373987399,0.855439067,0.833057880,0.878559470
4.374774977,0.855439067,0.833057880,0.878559470
4.375562556,0.855441511,0.833057880,0.878559470
4.376350135,0.855441511,0.833057880,0.878559470
4.377137714,0.855441511,0.833057880,0.878559470
4.377925293,0.855441511,0.833057880,0.878559470
4.378712871,0.855441511,0.833057880,0.878559470
4.379500450,0.855441511,0.833057880,0.878559470
4.380288029,0.855442405,0.833057880,0.878559470
4.381075608,0.855444968,0.833057880,0.878559470
4.381863186,0.855447471,0.833057880,0.878559470
4.382650765,0.855447471,0.833057880,0.878559470
4.383438344,0.855450809,0.833057880,0.878559470
4.384225923,0.855452538,0.833057880,0.878559470
4.385013501,0.855452538,0.833057880,0.878559470
4.385801080,0.855459273,0.833057880,0.878559470
4.386588659,0.855461001,0.833057880,0.878559470
4.387376238,0.855461001,0.833057880,0.878559470
4.388163816,0.855462790,0.833057880,0.878559470
4.388951395,0.855462790,0.833057880,0.878559470
4.389738974,0.855469286,0.833057880,0.878559470
4.390526553,0.855469286,0.833057880,0.878559470
4.391314131,0.855469286,0.833057880,0.878559470
4.392101710,0.855469286,0.833057880,0.878559470
4.392889289,0.855469286,0.833057880,0.878559470
4.393676868,0.855469286,0.833057880,0.878559470
4.394464446,0.855470181,0.833057880,0.878559470
4.395252025,0.855470181,0.833057880,0.878559470
4.396039604,0.855472684,0.833057880,0.878559470
4.396827183,0.855473518,0.833057880,0.878559470
4.397614761,0.855473518,0.833057880,0.878559470
4.398402340,0.855473518,0.833057880,0.878559470
4.399189919,0.855473518,0.833057880,0.878559470
4.399977498,0.855476022,0.833057880,0.878559470
4.400765077,0.855476022,0.833057880,0.878559470
4.401552655,0.855476022,0.833057880,0.878559470
4.402340234,0.855476022,0.833057880,0.878559470
4.403127813,0.855476022,0.833057880,0.878559470
4.403915392,0.855476916,0.833057880,0.878559470
4.404702970,0.855477810,0.833057880,0.878559470
4.405490549,0.855478644,0.833057880,0.878559470
4.406278128,0.855478644,0.833057880,0.878559470
4.407065707,0.855485320,0.833057880,0.878559470
4.407853285,0.855488539,0.833057880,0.878559470
4.408640864,0.855488539,0.833057880,0.878559470
4.409428443,0.855491698,0.833057880,0.878559470
4.410216022,0.855491698,0.833057880,0.878559470
4.411003600,0.855491698,0.833057880,0.878559470
4.411791179,0.855492473,0.833057880,0.878559470
4.412578758,0.855494201,0.833057880,0.878559470
4.413366337,0.855497599,0.833057880,0.878559470
4.414153915,0.855497599,0.833057880,0.878559470
4.414941494,0.855499387,0.833057880,0.878559470
4.415729073,0.855500996,0.833057880,0.878559470
4.416516652,0.855500996,0.833057880,0.878559470
4.417304230,0.855500996,0.833057880,0.878559470
4.418091809,0.855500996,0.833057880,0.878559470
4.418879388,0.855500996,0.833057880,0.878559470
4.419666967,0.855500996,0.833057880,0.878559470
4.420454545,0.855502665,0.833057880,0.878559470
4.421242124,0.855504394,0.833057880,0.878559470
4.422029703,0.855504394,0.833057880,0.878559470
4.422817282,0.855506122,0.833057880,0.878559470
4.423604860,0.855506957,0.833057880,0.878559470
4.424392439,0.855506957,0.833057880,0.878559470
4.425180018,0.855511963,0.833057880,0.878617346
4.425967597,0.855511963,0.833057880,0.878617346
4.426755176,0.855511963,0.833057880,0.878617346
4.427542754,0.855511963,0.833057880,0.878617346
4.428330333,0.855515242,0.833057880,0.878617346
4.429117912,0.855516136,0.833057880,0.878617346
4.429905491,0.855516136,0.833057880,0.878617346
4.430693069,0.855523765,0.833057880,0.878617346
4.431480648,0.855524540,0.833057880,0.878617346
4.432268227,0.855524540,0.833057880,0.878617346
4.433055806,0.855526209,0.833057880,0.878617346
4.433843384,0.855526984,0.833057880,0.878617346
4.434630963,0.855526984,0.833057880,0.878617346
4.435418542,0.855527937,0.833057880,0.878617346
4.436206121,0.855531394,0.833057880,0.878617346
4.436993699,0.855531394,0.833057880,0.878617346
4.437781278,0.855531394,0.833057880,0.878617346
4.438568857,0.855533004,0.833057880,0.878617346
4.439356436,0.855533838,0.833057880,0.878617346
4.440144014,0.855533838,0.833057880,0.878617346
4.440931593,0.855533838,0.833057880,0.878617346
4.441719172,0.855537117,0.833057880,0.878617346
4.442506751,0.855537117,0.833057880,0.878617346
4.443294329,0.855537117,0.833057880,0.878617346
4.444081908,0.855538845,0.833057880,0.878617346
4.444869487,0.855538845,0.833057880,0.878617346
4.445657066,0.855538845,0.833057880,0.878617346
4.446444644,0.855541289,0.833057880,0.878617346
4.447232223,0.855542183,0.833057880,0.878617346
4.448019802,0.855542183,0.833057880,0.878617346
4.448807381,0.855542958,0.833057880,0.878617346
4.449594959,0.855544686,0.833185434,0.878617346
4.450382538,0.855544686,0.833185434,0.878617346
4.451170117,0.855546415,0.833185434,0.878617346
4.451957696,0.855549634,0.833185434,0.878617346
4.452745275,0.855549634,0.833185434,0.878617346
4.453532853,0.855549634,0.833185434,0.878617346
4.454320432,0.855549634,0.833185434,0.878617346
4.455108011,0.855554581,0.833185434,0.878617346
4.455895590,0.855554581,0.833185434,0.878617346
4.456683168,0.855554581,0.833185434,0.878617346
4.457470747,0.855556250,0.833185434,0.878617346
4.458258326,0.855556250,0.833185434,0.878617346
4.459045905,0.855556250,0.833185434,0.878617346
4.459833483,0.855556250,0.833185434,0.878617346
4.460621062,0.855560303,0.833185434,0.878617346
4.461408641,0.855560303,0.833185434,0.878617346
4.462196220,0.855561256,0.833185434,0.878617346
4.462983798,0.855561256,0.833185434,0.878617346
4.463771377,0.855561256,0.833185434,0.878617346
4.464558956,0.855561256,0.833185434,0.878617346
4.465346535,0.855562091,0.833185434,0.878617346
4.466134113,0.855562091,0.833185434,0.878617346
4.466921692,0.855567038,0.833185434,0.878617346
4.467709271,0.855567873,0.833185434,0.878617346
4.468496850,0.855569601,0.833185434,0.878617346
4.469284428,0.855569601,0.833185434,0.878617346
4.470072007,0.855570436,0.833185434,0.878617346
4.470859586,0.855572999,0.833185434,0.878617346
4.471647165,0.855572999,0.833185434,0.878617346
4.472434743,0.855576277,0.833185434,0.878617346
4.473222322,0.855580568,0.833185434,0.878617346
4.474009901,0.855580568,0.833185434,0.878617346
4.474797480,0.855580568,0.833185434,0.878617346
4.475585059,0.855582178,0.833185434,0.878617346
4.476372637,0.855583012,0.833185434,0.878617346
4.477160216,0.855583012,0.833185434,0.878617346
4.477947795,0.855584741,0.833185434,0.878617346
4.478735374,0.855584741,0.833185434,0.878617346
4.479522952,0.855584741,0.833185434,0.878617346
4.480310531,0.855584741,0.833185434,0.878617346
4.481098110,0.855586350,0.833185434,0.878617346
4.481885689,0.855586350,0.833185434,0.878617346
4.482673267,0.855587244,0.833185434,0.878617346
4.483460846,0.855588853,0.833185434,0.878617346
4.484248425,0.855590582,0.833185434,0.878617346
4.485036004,0.855590582,0.833185434,0.878617346
4.485823582,0.855590582,0.833185434,0.878617346
4.486611161,0.855591357,0.833185434,0.878617346
4.487398740,0.855591357,0.833185434,0.878617346
4.488186319,0.855592191,0.833185434,0.878617346
4.488973897,0.855595589,0.833185434,0.878617346
4.489761476,0.855595589,0.833185434,0.878617346
4.490549055,0.855596364,0.833185434,0.878617346
4.491336634,0.855597317,0.833185434,0.878617346
4.492124212,0.855599761,0.833185434,0.878617346
4.492911791,0.855599761,0.833185434,0.878617346
4.493699370,0.855603158,0.833185434,0.878617346
4.494486949,0.855609119,0.833185434,0.878617346
4.495274527,0.855609119,0.833185434,0.878617346
4.496062106,0.855609834,0.833185434,0.878617346
4.496849685,0.855609834,0.833185434,0.878617346
4.497637264,0.855609834,0.833185434,0.878617346
4.498424842,0.855609834,0.833185434,0.878617346
4.499212421,0.855612516,0.833185434,0.878617346
4.500000000,0.855614901,0.833185434,0.878617346
4.500787579,0.855614901,0.833185434,0.878617346
4.501575158,0.855620146,0.833185434,0.878617346
4.502362736,0.855624139,0.833185434,0.878617346
4.503150315,0.855624139,0.833185434,0.878617346
4.503937894,0.855626822,0.833185434,0.878617346
4.504725473,0.855628669,0.833185434,0.878617346
4.505513051,0.855628669,0.833185434,0.878617346
4.506300630,0.855629504,0.833185434,0.878617346
4.507088209,0.855629504,0.833185434,0.878617346
4.507875788,0.855629504,0.833185434,0.878617346
4.508663366,0.855629504,0.833185434,0.878617346
4.509450945,0.855632842,0.833185434,0.878617346
